artwork,artwork - UNIT,artwork - UNIQUE_KEY,artwork - IMG_DIRECT_ACCESS,artwork - DISPLAY_DENOMINATION,artwork - DISPLAY_LIEU_CONSERV,artwork - TITRE,artwork - HAUTEUR,artwork - DISPLAY_MATIERE,artwork - DISPLAY_PERSONNE_AUTEUR,artwork - DISPLAY_ROLE_AUTEUR,artwork - LARGEUR,artwork - DISPLAY_TECHNIQUE
"
  ",centimètre,251954,folder_0001/folder_0001/folder_0005/folder_0015/elem_0057/267-268villa_mtngrandsalon__2_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Paire de torchères,64,bronze/marbre,Anonyme,de,14,
"
  ",centimètre,254585,folder_0001/folder_0001/folder_0004/folder_0221/elem_0216/4960_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Deux « Plateaux » de « sucriers »,"3,6",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"19,2",
"
  ",centimètre,250992,folder_0001/folder_0001/folder_0004/folder_0203/elem_0242/5346_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Plateau « Duplessis »,"4,4",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"26,5",
"
  ",centimètre,250998,folder_0001/folder_0001/folder_0004/folder_0204/elem_0002/5047_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,"3,4",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251553,folder_0001/folder_0001/folder_0004/folder_0221/elem_0176/4944_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à feuilles-de-choux »,"2,8",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251554,folder_0001/folder_0001/folder_0004/folder_0221/elem_0178/4957_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Compotier « ovale » décoré par Charles Buteux,"4,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"19,8",
"
  ",centimètre,251563,folder_0001/folder_0001/folder_0004/folder_0221/elem_0194/4924_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Compotier « carré »,"4,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,250882,folder_0001/folder_0001/folder_0004/folder_0203/elem_0063/3446_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,"3,2",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251343,folder_0001/folder_0001/folder_0004/folder_0239/elem_0211/5130_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Coquetier,"4,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,250861,folder_0001/folder_0001/folder_0004/folder_0203/elem_0025/5374_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à lait  « à trois pieds »,"9,2",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"4,5",
"
  ",centimètre,250179,folder_0001/folder_0001/folder_0004/folder_0167/elem_0225/OA_7591_low.jpg,objet d'art européen,Département des arts de l'Islam du musée du Louvre (Paris),Taro en faïence hispano-mauresque,35,faïence,,,,
"
  ",centimètre,250183,folder_0001/folder_0001/folder_0004/folder_0153/elem_0102/FR75_0060_MUS_250183_0361_low.jpg,objet d'art européen,Fondation des artistes,Deux cornets formés de deux douilles d'obus de 75 martelé,35,bronze,,,,
"
  ",centimètre,251779,folder_0001/folder_0001/folder_0004/folder_0240/elem_0204/1523villa_3_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Bureau à cylindre avec gradin,123,bois/marbre/bronze/amarante,Saunier - Claude-Charles - ébéniste/menuisier - 1735 - 1807 - 1735 - 1807,de,83,
"
  ",centimètre,251780,folder_0001/folder_0001/folder_0004/folder_0240/elem_0205/4726veran_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Bonheur du jour,118,bois/marbre/bronze,Saunier - Claude-Charles - ébéniste/menuisier - 1735 - 1807 - 1735 - 1807,de,81,
"
  ",centimètre,250978,folder_0001/folder_0001/folder_0004/folder_0203/elem_0222/1272_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe de gobelet « litron »,"2,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251914,folder_0001/folder_0001/folder_0005/folder_0015/elem_0013/3536villa_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Paravent à six feuilles,211,bois/toile,Anonyme,de,67,peinture
"
  ",centimètre,250866,folder_0001/folder_0001/folder_0004/folder_0203/elem_0031/5021_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Plateau « à tiroir »,"2,9",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"12,3",
"
  ",centimètre,251683,folder_0001/folder_0001/folder_0004/folder_0222/elem_0124/5132_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Jatte  « ovale de pot à l’eau »,"7,7",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"21,3",
"
  ",centimètre,250873,folder_0001/folder_0001/folder_0004/folder_0203/elem_0042/3458_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Gobelet  « Bouillard »,7,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251392,folder_0001/folder_0001/folder_0004/folder_0214/elem_0214/4910_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Coquetier du « Service Pois et Zone bleu » livré le 6 septembre 1788 au comte de Fernand-Nunez, ambassadeur du Roi d’Espagne","4,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251508,folder_0001/folder_0001/folder_0004/folder_0221/elem_0090/3215_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à feuilles-de-choux »,"2,7",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251509,folder_0001/folder_0001/folder_0004/folder_0221/elem_0092/3231_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à feuilles-de-choux »,"2,7",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251925,folder_0001/folder_0001/folder_0004/folder_0241/elem_0223/174marine_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pendule à sujet représentant un amour couronnant une fillette,42,bronze/marbre blanc,Anonyme,de,30,
"
  ",centimètre,250180,folder_0001/folder_0001/folder_0004/folder_0153/elem_0098/FR75_0060_MUS_250179_0347_low.jpg,objet d'art européen,Département des arts de l'Islam du musée du Louvre (Paris),Taro en faïence hispano-mauresque,35,faïence,,,,
"
  ",centimètre,250867,folder_0001/folder_0001/folder_0004/folder_0203/elem_0034/5020-5022_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Gobelet « Bouillard »,"2,9",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"12,3",
"
  ",centimètre,251399,folder_0001/folder_0001/folder_0004/folder_0214/elem_0230/3585_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Plateau de moutardier,"3,9",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"13,5",
"
  ",centimètre,251403,folder_0001/folder_0001/folder_0004/folder_0214/elem_0236/5284_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Salière « triple »,9,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251001,folder_0001/folder_0001/folder_0004/folder_0204/elem_0006/5016_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à lait « à trois pieds »,10,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"7,4",
"
  ",centimètre,250876,folder_0001/folder_0001/folder_0004/folder_0203/elem_0047/3452_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Gobelet ""Bouillard""",6,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,250990,folder_0001/folder_0001/folder_0004/folder_0203/elem_0239/3436_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Gobelet « litron »,"6,7",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251448,folder_0001/folder_0001/folder_0004/folder_0220/elem_0218/3286_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tasse à glace,"6,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251462,folder_0001/folder_0001/folder_0004/folder_0221/elem_0006/4967_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Seau « à Glace »,27,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251795,folder_0001/folder_0001/folder_0004/folder_0240/elem_0231/306villa_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Abattant de secrétaire en cabinet,55,bois/bronze/porcelaine/verre,Weisweiler - Adam - ébéniste - 1746 - 1820 - 1746 - 1820,attribué à,52,
"
  ",centimètre,251936,folder_0001/folder_0001/folder_0004/folder_0242/elem_0020/3787villa_2_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pendule rocaille avec figure de la Manufacture de Meissen,36,bronze/porcelaine,Anonyme,de,35,
"
  ",centimètre,251946,folder_0001/folder_0001/folder_0005/folder_0015/elem_0045/159-160villa_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Paire de candélabres à enfants,29,bronze/marbre blanc,Clodion - sculpteur - 20 décembre 1738 - 28 mars 1814 - 20 décembre 1738 - 28 mars 1814 - Michel - Claude,d'après,,
"
  ",centimètre,251959,folder_0001/folder_0001/folder_0005/folder_0015/elem_0067/2127-2128villa_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Paire d’appliques avec nœud,30,porcelaine/tôle,Anonyme,de,32,peinture
"
  ",centimètre,251963,folder_0001/folder_0001/folder_0004/folder_0242/elem_0041/442villa_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Lanterne circulaire,63,bronze/verre,Anonyme,de,,
"
  ",centimètre,254586,folder_0001/folder_0001/folder_0004/folder_0221/elem_0220/4936_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Deux plateaux « Bouret »,"3,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251115,folder_0001/folder_0001/folder_0004/folder_0213/elem_0033/3428_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,"3,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251119,folder_0001/folder_0001/folder_0004/folder_0213/elem_0039/4887_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Gobelet « litron »,"6,6",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251120,folder_0001/folder_0001/folder_0004/folder_0213/elem_0040/4888_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,"3,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251568,folder_0001/folder_0001/folder_0004/folder_0221/elem_0202/4955_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Compotier « coquille »,17,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"18,3",
"
  ",centimètre,251012,folder_0001/folder_0001/folder_0004/folder_0204/elem_0021/5040_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,"3,1",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251891,folder_0001/folder_0001/folder_0004/folder_0241/elem_0120/2916villa_4_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Banquette,63,bois/velours,Anonyme,de,122,
"
  ",centimètre,250884,folder_0001/folder_0001/folder_0004/folder_0203/elem_0067/3463_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Gobelet « Chinois »,"4,7",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,250886,folder_0001/folder_0001/folder_0004/folder_0203/elem_0071/5037_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à sucre « Calabre »,"8,4",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251968,folder_0001/folder_0001/folder_0005/folder_0015/elem_0081/1801-1802villa_2_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Feux à singe et écureuil,23,bronze,Anonyme,de,20,
"
  ",centimètre,250881,folder_0001/folder_0001/folder_0004/folder_0203/elem_0061/3448_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,"3,2",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",mètre,229276,folder_0001/folder_0001/folder_0004/folder_0137/elem_0200/FR75_0060_MUS_229276_0102_low.jpg,objet d'art oriental,Fondation des artistes,Bol en porcelaine de Chine,"0,065",porcelaine,,,,
"
  ",centimètre,251578,folder_0001/folder_0001/folder_0004/folder_0221/elem_0222/4935_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Plateau « Bouret »,"3,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251579,folder_0001/folder_0001/folder_0004/folder_0221/elem_0224/4965_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Seau « à bouteille »,17,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"18,3",
"
  ",centimètre,251826,folder_0001/folder_0001/folder_0005/folder_0014/elem_0071/65-66_mtnsalle2_villa_5_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Paire de tables console à pot à feux,92,bois/marbre blanc,Anonyme,de,92,sculpture
"
  ",centimètre,251831,folder_0001/folder_0001/folder_0004/folder_0241/elem_0058/131villa_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Table console demi-lune,84,bois/marbre,Anonyme,de,61,doré/sculpture
"
  ",mètre,229137,folder_0001/folder_0001/folder_0004/folder_0137/elem_0134/FR75_0060_MUS_229137_0022_low.jpg,arme orientale,Fondation des artistes,Sabre (Talwar),,,,,,
"
  ",mètre,229380,folder_0001/folder_0001/folder_0004/folder_0138/elem_0006/FR75_0060_MUS_229380_0162_low.jpg,objet d'art oriental,Fondation des artistes,Assiette,,,,,,
"
  ",centimètre,254654,folder_0001/folder_0001/folder_0004/folder_0228/elem_0016/4485villa_low.jpg,sculpture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Saint François prêchant aux oiseaux - Saint évêque (Louis de Toulouse ?), Saint François (?), Sainte Claire (?) et un donateur",73,calcaire,Anonyme,de,106,
"
  ",centimètre,254666,folder_0001/folder_0001/folder_0004/folder_0228/elem_0037/4351villa_low.jpg,sculpture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Vierge de Miséricorde,74,calcaire,Anonyme,de,69,relief
"
  ",centimètre,254667,folder_0001/folder_0001/folder_0004/folder_0228/elem_0038/3597-3598villa_2_low.jpg,sculpture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Paire d'anges debout, porte flambeaux en forme de tour","44,5",bois,Anonyme,de,16,
"
  ",centimètre,251021,folder_0001/folder_0001/folder_0004/folder_0212/elem_0170/5189_5190_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,3,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251163,folder_0001/folder_0001/folder_0004/folder_0213/elem_0103/4844_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à sucre « Calabre »,"8,2",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251323,folder_0001/folder_0001/folder_0004/folder_0214/elem_0114/5024-2025-5026_5027_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Salière « carrée »,"2,2",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,"3,6",
"
  ",centimètre,251921,folder_0001/folder_0001/folder_0004/folder_0241/elem_0204/563villa_3_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Baromètre - Thermomètre en forme de pagode,40,bronze/métal,Anonyme,de,34,
"
  ",centimètre,251923,folder_0001/folder_0001/folder_0004/folder_0241/elem_0212/88Veran_1_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pendule avec faune et faunesse,56,bronze,Gouthière - Pierre - ciseleur/bronzier - 1732 - 1813 - 1732 - 1813 - Pierre-Joseph-Désiré,d'après,18,
"
  ",centimètre,251924,folder_0001/folder_0001/folder_0004/folder_0241/elem_0217/110Fernandez_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pendule représentant une jeune fille et un angelot,37,bronze/marbre blanc/émaillé,Anonyme,de,29,
"
  ",mètre,229409,folder_0001/folder_0001/folder_0004/folder_0138/elem_0023/FR75_0060_MUS_229409_0179_low.jpg,objet d'art oriental,Fondation des artistes,Tasse et soucoupe,"0,034",,,,,
"
  ",centimètre,251838,folder_0001/folder_0001/folder_0005/folder_0014/elem_0109/135villa_2_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Mobilier de salon comprenant 1 canapé et 8 fauteuils,103,bois/tissu,Anonyme,de,185,
"
  ",centimètre,251692,folder_0001/folder_0001/folder_0004/folder_0222/elem_0140/4912_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Bourdalou « ovale »,"10,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"10,5",
"
  ",centimètre,251742,folder_0001/folder_0001/folder_0004/folder_0240/elem_0148/467_2_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Commode à deux vantaux en laque orientale et à trois tiroirs intérieurs,"84,5",bois/chêne/bronze/marbre,Baumhauer - Joseph - ébéniste - 1772 - 1772,de,"128,5",
"
  ",centimètre,251743,folder_0001/folder_0001/folder_0004/folder_0240/elem_0152/62villa_2_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Commode-console à côtés cintrés,95,bois/chêne/acajou/bronze/marbre de couleur,Riesener - Jean-Henri - ébéniste/menuisier - 4 juillet 1734 - 6 janvier 1806 - 4 juillet 1734 - 6 janvier 1806,manière de,162,
"
  ",centimètre,250755,folder_0001/folder_0001/folder_0004/folder_0202/elem_0112/1527_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Caisse à fleurs ""carrée""","12,8",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"10,8",
"
  ",mètre,229149,folder_0001/folder_0001/folder_0004/folder_0137/elem_0144/FR75_0060_MUS_229149_0098_low.jpg,objet d'art oriental,Fondation des artistes,Ceinture ornée de cinq plaques en filigrane d'argent,,,,,,
"
  ",mètre,229384,folder_0001/folder_0001/folder_0004/folder_0138/elem_0008/FR75_0060_MUS_229384_0164_low.jpg,objet d'art oriental,Fondation des artistes,Assiette,,,,,,
"
  ",centimètre,250786,folder_0001/folder_0001/folder_0004/folder_0202/elem_0159/3460_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Gobelet ""Hébert""","6,4",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
"
  ",centimètre,250790,folder_0001/folder_0001/folder_0004/folder_0202/elem_0167/4768_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,"3,8",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
"
  ",centimètre,251927,folder_0001/folder_0001/folder_0004/folder_0241/elem_0232/262villa_4_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Pendule « Qui que tu sois, je suis ton maître »",42,bronze/marbre blanc,Anonyme,de,31,
"
  ",centimètre,251380,folder_0001/folder_0001/folder_0004/folder_0214/elem_0187/1954_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Coquetier,"4,2",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251411,folder_0001/folder_0001/folder_0004/folder_0214/elem_0248/5344_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Saladier,7,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251416,folder_0001/folder_0001/folder_0004/folder_0215/elem_0007/5327_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot « à jus »,"7,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,254658,folder_0001/folder_0001/folder_0004/folder_0228/elem_0020/4352villa_low.jpg,sculpture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Fragment d'arcature avec deux porteurs d'armoiries,"6,9",calcaire,Anonyme,de,"6,2",
"
  ",centimètre,254660,folder_0001/folder_0001/folder_0004/folder_0228/elem_0022/760villa_3_low.jpg,sculpture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Sainte Barbe,101,bois,Anonyme,de,33,
"
  ",centimètre,251195,folder_0001/folder_0001/folder_0004/folder_0213/elem_0143/1928_1929_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Gobelet « litron »,"5,8",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251512,folder_0001/folder_0001/folder_0004/folder_0221/elem_0098/3218_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à feuilles-de-choux »,"2,8",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251521,folder_0001/folder_0001/folder_0004/folder_0221/elem_0116/4941_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à feuilles-de-choux »,4,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251951,folder_0001/folder_0001/folder_0005/folder_0015/elem_0052/175-176villa_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Paire de bougeoirs à balustres,24,marbre/bronze,Anonyme,de,,
"
  ",centimètre,250960,folder_0001/folder_0001/folder_0004/folder_0203/elem_0200/1287_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à sucre « Calabre »,11,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251420,folder_0001/folder_0001/folder_0004/folder_0215/elem_0015/5326_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot « à jus »,"7,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251138,folder_0001/folder_0001/folder_0004/folder_0213/elem_0065/3421_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,"3,1",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251141,folder_0001/folder_0001/folder_0004/folder_0213/elem_0069/1936_1937_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Gobelet « litron »,"4,4",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,254283,folder_0001/folder_0001/folder_0004/folder_0239/elem_0199/5087_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Autre soucoupe,3,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,254662,folder_0001/folder_0001/folder_0004/folder_0228/elem_0027/919Fernandez_1_low.jpg,sculpture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Christ de l'Ascension,"86,7",bois,Anonyme,de,29,
"
  ",centimètre,251211,folder_0001/folder_0001/folder_0004/folder_0213/elem_0154/1926_1927_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Gobelet « litron »,"5,9",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251329,folder_0001/folder_0001/folder_0004/folder_0214/elem_0118/1277_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tasse à glace,"6,5",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,"7,3",
