artwork - UNIQUE_KEY,artwork - IMG_DIRECT_ACCESS,artwork - DISPLAY_DENOMINATION,artwork - URL,artwork - DISPLAY_LIEU_CONSERV,artwork - TITRE,artwork - DISPLAY_DATE_EXE_TXT,artwork - HAUTEUR,artwork - DISPLAY_MATIERE,artwork - DISPLAY_PERSONNE_AUTEUR,artwork - DISPLAY_ROLE_AUTEUR,artwork - LARGEUR,artwork - DISPLAY_TECHNIQUE
250906,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0203/elem_0098/1280_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003250906,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Gobelet ""Bouillard""",1760,6,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
250793,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0202/elem_0171/4874_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003250793,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Pot à sucre ""Hébert""",1754 - 1755,"8,5",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
250795,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0202/elem_0175/4988_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003250795,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Pot à sucre ""à la Reine""",1753 - 1754,9,porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
250878,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0203/elem_0053/3453_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003250878,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Gobelet ""Bouillard""",1757 - 1761,6,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251193,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0213/elem_0141/1924_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251193,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,1784,"2,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
229351,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0235/FR75_0060_MUS_229351_0139_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229351,Fondation des artistes,Assiette,1ère moitié du 18e siècle,,céramique,,,,porcelaine
251350,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0214/elem_0153/4741_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251350,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à palmes »,1768,"2,4",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251687,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0222/elem_0132/4893_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251687,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Bourdalou  « ovale »,1777,"10,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,10,
251453,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0220/elem_0228/5266_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251453,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tasse à glace,1770,"6,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251577,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0221/elem_0220/4936_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251577,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Plateau « Bouret »,1766,"3,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
250746,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0202/elem_0099/4845_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003250746,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Vase ""hollandais""",1754 - 1755,17,porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,"14,5",
250918,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0203/elem_0118/1286_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003250918,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à lait « à trois pieds »,1760,"5,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251849,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0005/folder_0014/elem_0192/402-403villa_low.JPG,meuble domestique,https://agorha.inha.fr/inhaprod/ark:/54721/003251849,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Deux Bergères,18e siècle,104,bois,Delaunay - Jean-Baptiste - menuisier - Avril 1778 - Avril 1778,de,106,sculpture/doré
251884,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0005/folder_0014/elem_0241/2042-2043villa_2_low.JPG,meuble domestique,https://agorha.inha.fr/inhaprod/ark:/54721/003251884,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Deux chaises,,91,bois,Anonyme,de,48,sculpture/peinture
251886,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0241/elem_0105/2044villa_2_low.JPG,meuble domestique,https://agorha.inha.fr/inhaprod/ark:/54721/003251886,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Chaise de style Louis XVI,,88,bois/tissu,Anonyme,de,47,doré
251523,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0221/elem_0120/3232_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251523,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à feuilles-de-choux »,1766,"2,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251524,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0221/elem_0122/3242_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251524,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à feuilles-de-choux »,1766,"2,8",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251525,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0221/elem_0124/3245_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251525,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à feuilles-de-choux »,1766,"2,7",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
250885,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0203/elem_0069/4856_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003250885,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à lait « à trois pieds »,1759 - 1760,"10,2",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"7,5",
251689,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0222/elem_0134/5319_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251689,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot « à pommade »,1780,"6,8",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251093,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0239/elem_0244/4979_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251093,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,1770,"2,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
250989,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0203/elem_0237/4976_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003250989,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Théière « Calabre »,1765,11,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251010,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0204/elem_0018/5044_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251010,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,1768,"3,1",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251454,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0220/elem_0230/3289_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251454,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tasse à glace,1770,"6,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251631,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0222/elem_0037/4746_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251631,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tasse « à toilette »,1760,8,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
250923,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0203/elem_0126/3317_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003250923,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à sucre  « Calabre »,1760,10,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
250993,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0203/elem_0244/5308_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003250993,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à lait « à trois pieds »,1765,"10,7",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,7,
251267,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0214/elem_0016/3392_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251267,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « moulée unie »,1752 - 1753,"3,4",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
251104,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0213/elem_0013/1300_1302_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251104,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Gobelet « Bouillard »,1771,"5,8",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"9,1",
251153,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0213/elem_0088/5241_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251153,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,1778,3,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251189,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0213/elem_0136/1925_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251189,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Gobelet « litron »,1783,"5,8",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251434,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0215/elem_0033/5268_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251434,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tasse à glace,1756 - 1757,"8,1",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
251130,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0213/elem_0055/3413_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251130,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à sucre « Calabre »,1773,"8,8",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251139,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0213/elem_0067/5216_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251139,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à sucre « Hébert »,1774,"8,8",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
254284,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0239/elem_0209/5087_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003254284,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,1771,3,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
254287,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0180/elem_0118/R_1425_1_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003254287,Département des objets d'art du musée du Louvre (Paris),Coffret indien rectangulaire,2e moitié du 18e siècle - 19e siècle,"0,08",fer/acier,,,"0,23",
251128,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0213/elem_0050/1306_1307_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251128,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,1773,"1,9",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251471,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0221/elem_0022/3278_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251471,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à potage »,1765,"4,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251472,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0221/elem_0024/4950_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251472,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à potage »,1765,"4,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
250780,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0202/elem_0153/5034_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003250780,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Pot à sucre ""Calabre""",1753 - 1754,7,porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
251276,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0214/elem_0036/3348_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251276,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à ozier »,1752 - 1754,"3,4",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
251279,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0214/elem_0042/3351_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251279,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à ozier »,1752 - 1754,"3,4",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
251675,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0222/elem_0111/1297_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251675,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Plateau « rond »,1771,"3,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251438,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0215/elem_0039/5274_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251438,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tasse à glace,1757 - 1758,"8,1",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
251442,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0215/elem_0049/5269_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251442,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tasse à glace,1786,"8,1",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251803,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0241/elem_0022/1809_mtnsalle1_villa_8_low.JPG,meuble domestique,https://agorha.inha.fr/inhaprod/ark:/54721/003251803,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Table chiffonnière à plaque de porcelaine,1760 - 1770,75,bois/bronze,Anonyme,de,32,
251106,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0213/elem_0018/1301_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251106,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,1771,"2,9",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251110,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0213/elem_0025/5196_5195_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251110,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Gobelet « litron »,1771,"4,4",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251690,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0222/elem_0136/5320_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251690,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot « à pommade »,1780,"6,8",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251787,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0240/elem_0216/1506villa_low.JPG,meuble domestique,https://agorha.inha.fr/inhaprod/ark:/54721/003251787,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Bureau plat et son cartonnier,19e siècle,101,bois/amarante/bronze,Anonyme,de,130,
229461,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0028/FR75_0060_MUS_229461_0184_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229461,Fondation des artistes,Tasse avec soucoupe,18e siècle,"0,035",,,,,
251483,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0221/elem_0044/3258_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251483,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à potage »,1765,4,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251492,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0221/elem_0062/3249_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251492,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à potage »,1765,4,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251227,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0213/elem_0180/1942_1943_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251227,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Gobelet « litron »,1787,"6,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251230,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0213/elem_0184/5218_5219_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251230,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Gobelet « litron »,1787,3,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251677,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0222/elem_0113/2687_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251677,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot « à pommade »,1771,9,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251815,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0005/folder_0014/elem_0062/3549villa_low.JPG,meuble domestique,https://agorha.inha.fr/inhaprod/ark:/54721/003251815,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Guéridon de forme ovale,,68,bois,Anonyme,de,69,
250175,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0153/elem_0094/FR75_0060_MUS_250175_0358_low.jpg,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003250175,Localisation inconnue,Paire de porte-braise,4e quart du 18e siècle,"10,5",bronze,,,13,
229281,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0201/FR75_0060_MUS_229281_0103_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229281,Fondation des artistes,Soucoupe en porcelaine coquille d'oeuf à revers rubis,18e siècle,,porcelaine,,,,
251052,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0212/elem_0218/5234_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251052,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Gobelet « litron »,1769,"4,4",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251053,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0212/elem_0220/3573_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251053,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,1769,"2,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251414,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0215/elem_0003/5324_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251414,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot « à jus »,1756 - 1757,"7,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251539,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0221/elem_0150/3240_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251539,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à feuilles-de-choux »,1765 - 1771,"2,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251540,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0221/elem_0152/3244_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251540,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à feuilles-de-choux »,1765 - 1771,"2,7",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251071,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0239/elem_0201/5089_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251071,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Autre soucoupe,1770,3,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251074,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0240/elem_0006/5111_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251074,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à sucre « Bouret »,1770,"9,8",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251075,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0239/elem_0250/5109_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251075,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Théière « Calabre »,1770,"11,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,9,
