"id_objet","classement_objet","nom_objet","description","texte_creation","texte_decouverte","texte_ventes","texte_conservation","description_en","texte_creation_en","texte_decouverte_en","texte_ventes_en","texte_conservation_en","auteur_objet","type_objet","categorie_picto","type_vase","matiere_filtre","dim_cm","echelle_cm","lieu_creation_nom","lieu_creation_pays","lieu_creation_lat","lieu_creation_long","lieu_creation_type","date_creation_string","date_creation_debut","date_creation_fin","lieu_decouverte_nom","lieu_decouverte_lat","lieu_decouverte_long","lieu_decouverte_type","lieu_decouverte_pays","lieu_decouverte_certitude","date_decouverte_string","date_decouverte_debut","date_decouverte_fin","conservation_nom","conservation_date_entree","conservation_ville","conservation_id","conservation_pays","lieu_conservation_lat","lieu_conservation_long","conservation_type","URL_objet_AGORHA","image_exists"
"256946","2","Plaque : tête d'Hathor surmontée d'un naos",,,,,,,,,,,,"objet mobilier","mobilier / instrument",,"terre cuite","16 cm (hauteur)","16","Egypte","Egypte","26.205406","30.18163","région",,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003256946","0"
"256915","2","Poisson",,,,,,,,,,,,"objet mobilier","mobilier / instrument",,"verre",,,,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003256915","0"
"146511","2","Sanglier accroupi",,,,,,,,,,,,"objet mobilier","mobilier / instrument",,"métal","6 cm (hauteur)","6",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003146511","0"
"256930","2","Scarabée : pharaon sous la forme d'un sphinx, foulant aux pieds un ennemi de l'Egypte",,,,,,,,,,,,"objet mobilier","mobilier / instrument",,"pierre",,,"Egypte","Egypte","26.205406","30.18163","région",,,,,,,,,"pas certain",,,,"Musée du Louvre",,"Paris",,"France","48.860639","2.337655","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003256930","1"
"256911","2","Tête de Méduse",,,,,,,,,,,,"objet mobilier","mobilier / instrument",,"verre",,,,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003256911","0"
"256921","2","Typhon",,,,,,,,,,,,"objet mobilier","mobilier / instrument",,"verre",,,,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003256921","0"
"255291","2","Noeud d'Isis ou croix ânkh (?)",,,,,,,,,,,,"objet religieux","sculpture",,"pierre","7 cm (hauteur)","7","Egypte","Egypte","26.205406","30.18163","région",,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003255291","0"
"256905","2","Buste de Coré Sotira",,,,,,,,,,,,"pâte de verre","sculpture",,"verre",,,,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003256905","0"
"257299","2","Plaque carrée : taureau Apis",,,,,,,,,,,,"plaque","sculpture",,"métal","4 cm (hauteur)","4",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257299","0"
"255200","2","Plaque de marbre de forme hexagonale : Cybèle",,,,,,,,,,,,"plaque","sculpture",,"pierre","22 cm (longueur)","22",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003255200","0"
"257300","2","Plaque ronde : tête du taureau Apis",,,,,,,,,,,,"plaque","sculpture",,"métal précieux","4 cm (hauteur)","4",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257300","0"
"255369","2","Grand plateau creux",,,,,,,,,,,,"plateau","sculpture",,"métal","8 cm (hauteur)","8","Etrurie","Italie","42.4210287479","11.7527441248","région","3e quart du 6e siècle avant J.C.","-550","-525",,,,,,"pas certain",,,,"Musée Antoine Vivenel","1843","Compiègne",,"France","49.417635","2.821754","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003255369","1"
"147285","2","Protomé de bouclier (lacunari)",,,,,,,,,,,,"protomé","sculpture",,"métal","8,2 cm (hauteur)","8,2","Tarquinia","Italie","42.2545322","11.7581734667","ville","4e quart du 6e siècle avant J.C.","-525","-500","Ruvo Di Puglia","41.11758","16.48421","ville","Italie","pas certain",,,,"Musée Antoine Vivenel","1843","Compiègne",,"France","49.417635","2.821754","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003147285","1"
"257029","2","Sceau-cylindre : trois personnages barbus",,,,,,,,,,,,"sceau","bijou",,"pierre",,,"Moyen-orient","Moyen-Orient","33.13906","35.85869","région",,,,,,,,,"pas certain",,,,"BnF - département des Monnaies, médailles et antiques",,"Paris",,"France","48.86738","2.338384","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003257029","0"
"141419","2","Figure d'applique représentant une Sirène polychrome",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite","16 cm cm (hauteur)","16",,,,,,"Vers l'an 520 avant J.C.","-530","-520","Vulci","42.4192224","11.6286618333","ville","Italie","pas certain",,,,"BnF - département des Monnaies, médailles et antiques",,"Paris",,"France","48.86738","2.338384","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003141419","0"
"141334","2","Figurine féminine assise",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite","14 cm (hauteur)","14",,,,,,,,,,,,,,"pas certain",,,,"Musée Antoine Vivenel","1843","Compiègne",,"France","49.417635","2.821754","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003141334","0"
"141335","2","Figurine féminine assise",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite","11,4 cm (hauteur)","11,4","Grèce","Grèce","39.490455","22.529724","région","1ère moitié du 5e siècle avant J.C.","-425","-400",,,,,,"pas certain",,,,"Musée Antoine Vivenel","1841","Compiègne",,"France","49.417635","2.821754","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003141335","0"
"141235","2","Figurine féminine assise sur un trône 1",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite","23 cm cm (hauteur)","23",,,,,,,,,,,,,,"pas certain",,,,"Musée Antoine Vivenel","1843","Compiègne",,"France","49.417635","2.821754","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003141235","1"
"141236","2","Figurine féminine assise sur un trône 2",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite","12 cm (hauteur)","12",,,,,,,,,,,,,,"pas certain",,,,"Musée Antoine Vivenel","1843","Compiègne",,"France","49.417635","2.821754","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003141236","1"
"146512","2","Figurine représentant le dieu Ptah-Patèque debout",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite","environ 8 cm (hauteur)","8",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003146512","0"
"141382","2","Masque de jeune satyre",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite","13 cm (hauteur)","13",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003141382","0"
"141600","2","Nikè",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite","19 cm (hauteur)","19",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003141600","0"
"142094","2","Sphinx accroupi coiffé du modius",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite","18 cm (hauteur)","18",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003142094","0"
"256903","2","Tête d'Apollon",,,,,,,,,,,,"sculpture","sculpture",,"pierre","28 cm (hauteur)","28",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003256903","0"
"256904","2","Tête de Bacchus indien",,,,,,,,,,,,"sculpture","sculpture",,"pierre","14 cm (hauteur)","14",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003256904","0"
"256902","2","Tête de Diane",,,,,,,,,,,,"sculpture","sculpture",,"pierre","28 cm (hauteur)","28",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003256902","0"
"146505","2","Tête de panthère",,,,,,,,,,,,"sculpture","sculpture",,"métal","7 cm (hauteur)","7",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003146505","0"
"255214","2","Socle en marbre avec plaque de bronze : Hyménée",,,,,,,,,,,,"socle d'oeuvre décorative","sculpture",,"pierre","19 cm (hauteur)","19",,,,,,,,,"Herculanum","40.80569","14.34799","ville","Italie","certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003255214","0"
"255266","2","Jeune femme nue",,,,,,,,,,,,"statuette","sculpture",,"bois","22 cm (hauteur)","22","Egypte","Egypte","26.205406","30.18163","région",,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003255266","0"
"255265","2","Jeune prêtre d'Amon-Rê",,,,,,,,,,,,"statuette","sculpture",,"bois",,,"Egypte","Egypte","26.205406","30.18163","région",,,,"Louxor","25.69893","32.6421","ville","Egypte","certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003255265","0"
"255267","2","Stèle : Osiris et Isis",,,,,,,,,,,,"stèle","sculpture",,"pierre","41 cm (hauteur)","41","Egypte","Egypte","26.205406","30.18163","région",,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003255267","0"
"257056","2","Vase canope : tête humaine d'Amset",,,,,,,,,,,,"stèle","sculpture",,"pierre","44 cm (hauteur)","44","Egypte","Egypte","26.205406","30.18163","région",,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257056","0"
"255314","2","Bas-relief d'urne cinéraire : combat d'Echetlos contre trois guerriers",,,,,,,,,,,,"urne cinéraire","vase",,"terre cuite","32 cm (longueur)","32","Etrurie","Italie","42.4210287479","11.7527441248","région",,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003255314","0"
"257002","2","Grande urne cinéraire avec son couvercle",,,,,,,,,,,,"urne cinéraire","vase",,"verre","39 cm (hauteur)","39",,,,,,,,,"Rome","41.89193","12.51133","ville","Italie","certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257002","0"
"255313","2","Urne cinéraire : combat entre quatre personnages en présence d'une Erinye",,,,,,,,,,,,"urne cinéraire","vase",,"terre cuite","75 cm (hauteur)","75","Etrurie","Italie","42.4210287479","11.7527441248","région",,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003255313","0"
"256997","2","Urne cinéraire sans anse",,,,,,,,,,,,"urne cinéraire","vase",,"verre","21 cm (hauteur)","21","Egypte","Egypte","26.205406","30.18163","région",,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003256997","0"
"257000","2","Urne en verre sans anse (1)",,,,,,,,,,,,"urne cinéraire","vase",,"verre","15 cm (hauteur)","15",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257000","0"
"257001","2","Urne en verre sans anse (2)",,,,,,,,,,,,"urne cinéraire","vase",,"verre","15 cm (hauteur)","15",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257001","0"
"256998","2","Urne sans anse (1)",,,,,,,,,,,,"urne cinéraire","vase",,"verre","21 cm (hauteur)","21",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003256998","0"
"256999","2","Urne sans anse (2)",,,,,,,,,,,,"urne cinéraire","vase",,"verre","21 cm (hauteur)","21",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003256999","0"
"142517","2","Alabastre corinthien à figures noires",,,,,,,,,,,,"vase","vase","Alabastre","terre cuite","7 cm (hauteur)","7","Corinthe","Grèce","37.8999471665","22.8986794852","ville",,,,"Vulci","42.4192224","11.6286618333","ville","Italie","pas certain",,,,"Musée Antoine Vivenel","1843","Compiègne",,"France","49.417635","2.821754","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003142517","1"
"255341","2","Alabastre en verre",,,,,,,,,,,,"vase","vase","Alabastre","verre","10,2 cm (hauteur)","10,2",,,,,,,,,,,,,,"pas certain",,,,"BnF - département des Monnaies, médailles et antiques","1840","Paris",,"France","48.86738","2.338384","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003255341","0"
"255207","2","Amphore : Héraclès et le lion de Némée",,,,,,,,,,,,"vase","vase","Amphore","terre cuite","30 cm (hauteur)","30",,,,,,,,,"Attique","38.0519988333","23.8189911","région","Grèce","pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003255207","0"
"257625","2","Amphore à figures noires : Athéna sur un quadrige",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,,,,,,,,,"Vulci","42.4192224","11.6286618333","ville","Italie","pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257625","0"
"255218","2","Amphore à figures noires : Clytemnestre et Agamemnon",,,,,,,,,,,,"vase","vase","Amphore","terre cuite","43 cm (hauteur)","43",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003255218","0"
"257568","2","Amphore à figures noires : Départ d'un guerrier monté sur un quadrige.",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,,,,,,,,,"Vulci","42.4192224","11.6286618333","ville","Italie","pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257568","0"
"255236","2","Amphore à figures noires : Dionysos et Ariane sur une cliné",,,,,,,,,,,,"vase","vase","Amphore","terre cuite","32 cm (hauteur)","32",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003255236","0"
"257667","2","Amphore à figures noires : Dionysos monté sur un mulet ithyphallique entre deux satyres",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,,,,,,,,,"Vulci","42.4192224","11.6286618333","ville","Italie","pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257667","0"
"257021","2","Amphore à figures noires : Héraclès sur un quadrige guidé par Athéna",,,,,,,,,,,,"vase","vase","Amphore","terre cuite","51 cm (hauteur)","51",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257021","0"
"257668","2","Amphore à figures noires : Hermès et les trois déesses Héra, Athéna et Aphrodite.",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,,,,,,,,,"Vulci","42.4192224","11.6286618333","ville","Italie","pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257668","0"
"257677","2","Amphore à figures rouges de Nola : guerrier et éphèbe drapé",,,,,,,,,,,,"vase","vase","Amphore","terre cuite",,,,,,,,,,,"Nola","40.926823","14.524545","ville","Italie","pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257677","0"
"142048","2","Amphore attique à figures noires",,,,,,,,,,,,"vase","vase","Amphore","terre cuite","40 cm (largeur)","40","Attique","Grèce","38.0519988333","23.8189911","région","4e quart du 6e siècle avant J.C.","-525","-500","Vulci","42.4192224","11.6286618333","ville","Italie","pas certain",,,,"Château-Musée","1861","Boulogne-sur-Mer",,"France","50.725722","1.617264","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003142048","1"
"141453","2","Amphore attique à figures noires",,,,,,,,,,,,"vase","vase","Amphore","terre cuite","12 cm (hauteur)","12","Attique","Grèce","38.0519988333","23.8189911","région","1ère moitié du 5e siècle avant J.C.","-425","-400","Vulci","42.4192224","11.6286618333","ville","Italie","pas certain",,,,"Musée Antoine Vivenel","1843","Compiègne",,"France","49.417635","2.821754","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003141453","1"
"141240","2","Amphore attique à figures noires",,,,,,,,,,,,"vase","vase","Amphore","terre cuite","44 cm (hauteur)","44","Attique","Grèce","38.0519988333","23.8189911","région",,,,"Vulci","42.4192224","11.6286618333","ville","Italie","pas certain",,,,"Musée des Antiquités",,"Rouen",,"France","49.44707","1.099298","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003141240","0"
"141210","2","Amphore attique à figures noires avec couvercle",,,,,,,,,,,,"vase","vase","Amphore","terre cuite","51,5 cm (hauteur)","51,5","Attique","Grèce","38.0519988333","23.8189911","région","4e quart du 6e siècle avant J.C.","-525","-500","Vulci","42.4192224","11.6286618333","ville","Italie","pas certain",,,,"Musée Antoine Vivenel","1843","Compiègne",,"France","49.417635","2.821754","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003141210","1"
"141243","2","Amphore étrusque",,,,,,,,,,,,"vase","vase","Amphore","terre cuite","15,5 cm (hauteur)","15,5","Etrurie","Italie","42.4210287479","11.7527441248","région","1er quart du 6e siècle avant J.C.","-525","-500","Chiusi","43.01418","11.94791","ville","Italie","pas certain",,,,"Musée Antoine Vivenel","1841","Compiègne",,"France","49.417635","2.821754","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003141243","1"
"141336","2","Amphore pointue en albâtre",,,,,,,,,,,,"vase","vase","Amphore","pierre","12 cm (hauteur)","12",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003141336","0"
"257007","2","Ampoule (1)",,,,,,,,,,,,"vase","vase","Ampoule","verre",,,,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257007","0"
"257008","2","Ampoule (2)",,,,,,,,,,,,"vase","vase","Ampoule","verre",,,,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257008","0"
"257009","2","Ampoule (3)",,,,,,,,,,,,"vase","vase","Ampoule","verre",,,,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257009","0"
"257010","2","Ampoule (4)",,,,,,,,,,,,"vase","vase","Ampoule","verre",,,,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257010","0"
"255128","2","Anse : sanglier dévorant un loup",,,,,,,,,,,,"vase","vase",,"métal",,,,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003255128","0"
"257167","2","Anse : tête de Méduse",,,,,,,,,,,,"vase","vase",,"métal",,,,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257167","0"
"255280","2","Anse de vase : lion et Hercule posant les pieds sur une tête d'Achéloos",,,,,,,,,,,,"vase","vase",,"métal","19 cm (hauteur)","19",,,,,,,,,"Chiusi","43.01418","11.94791","ville","Italie","certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003255280","0"
"255165","2","Anse décorée de deux têtes de cygne",,,,,,,,,,,,"vase","vase",,"métal",,,,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003255165","0"
"257169","2","Aryballe : trois oiseaux palmipèdes",,,,,,,,,,,,"vase","vase","Aryballe","terre cuite","8 cm (hauteur)","8",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257169","0"
"257061","2","Aryballe à panse côtelée",,,,,,,,,,,,"vase","vase","Aryballe","terre cuite","10 cm (hauteur)","10",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257061","0"
"255238","2","Askos : canard",,,,,,,,,,,,"vase","vase","Askos","terre cuite","24 cm (hauteur)","24",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003255238","0"
"255162","2","Askos apulien : femme assise sur un rocher",,,,,,,,,,,,"vase","vase","Askos","terre cuite","18,5 cm (hauteur)","18,5",,,,,,,,,,,,,,"pas certain",,,,"Château-Musée",,"Boulogne-sur-Mer",,"France","50.725722","1.617264","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003255162","1"
"142518","2","Askos campanien à vernis noir",,,,,,,,,,,,"vase","vase","Askos","terre cuite","11 cm (largeur)","11","Campanie","Italie","40.91056","14.92053","région",,,,,,,,,"pas certain",,,,"Musée Antoine Vivenel","1843","Compiègne",,"France","49.417635","2.821754","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003142518","1"
"142519","2","Askos campanien à vernis noir",,,,,,,,,,,,"vase","vase","Askos","terre cuite","9 cm (largeur)","9","Campanie","Italie","40.91056","14.92053","région",,,,,,,,,"pas certain",,,,"Musée Antoine Vivenel","1843","Compiègne",,"France","49.417635","2.821754","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003142519","1"
"147284","2","Bol de Calès",,,,,,,,,,,,"vase","vase","Bol","terre cuite","17,5 cm (largeur)","17,5",,,,,,"2e moitié du 3e siècle avant J.C.","-250","-250","Vulci","42.4192224","11.6286618333","ville","Italie","pas certain",,,,"Musée Antoine Vivenel","1843","Compiègne",,"France","49.417635","2.821754","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003147284","1"
"257005","2","Bouteille à une anse",,,,,,,,,,,,"vase","vase","Bouteille","verre","11 cm (hauteur)","11",,,,,,,,,"Latium","42.07762","12.77878","région","Italie","certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257005","0"
"141242","2","Coupe à bande avec inscriptions",,,,,,,,,,,,"vase","vase","Coupe","terre cuite","15 cm (largeur)","15",,,,,,,,,"Vulci","42.4192224","11.6286618333","ville","Italie","pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003141242","0"
"257671","2","Coupe à figures noires : cavalier entre deux sirènes.",,,,,,,,,,,,"vase","vase","Coupe","terre cuite",,,,,,,,,,,"Vulci","42.4192224","11.6286618333","ville","Italie","pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257671","0"
"257685","2","Coupe à figures rouges : extérieur, armement de guerriers, intérieur, Arès et Hébé (?)",,,,,,,,,,,,"vase","vase","Coupe","terre cuite",,,,,,,,,,,"Vulci","42.4192224","11.6286618333","ville","Italie","pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257685","1"
"257679","2","Coupe à figures rouges : scènes de palestre sur les deux faces",,,,,,,,,,,,"vase","vase","Coupe","terre cuite",,,,,,,,,,,"Vulci","42.4192224","11.6286618333","ville","Italie","pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257679","0"
"142520","2","Coupe campanienne à vernis noir",,,,,,,,,,,,"vase","vase","Coupe","terre cuite","6 x 13 cm","6","Campanie","Italie","40.91056","14.92053","région","4e siècle avant J.C.","-400","-300","Vulci","42.4192224","11.6286618333","ville","Italie","pas certain",,,,"Musée Antoine Vivenel","1843","Compiègne",,"France","49.417635","2.821754","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003142520","1"
"255290","2","Coupe égyptienne sans anse",,,,,,,,,,,,"vase","vase","Coupe","terre cuite","10 cm (hauteur)","10","Egypte","Egypte","26.205406","30.18163","région",,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003255290","0"
"257058","2","Coupe profonde sans anse",,,,,,,,,,,,"vase","vase","Coupe","terre cuite","8 cm (hauteur)","8",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257058","0"
"257011","2","Coupe profonde sans anse avec décors blancs",,,,,,,,,,,,"vase","vase","Coupe","verre",,,,,,,,,,,"Tarquinia","42.2545322","11.7581734667 ","ville","Italie","certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257011","0"
"255235","2","Cratère à figures rouges : Dionysos",,,,,,,,,,,,"vase","vase","Cratère","terre cuite","26 cm (hauteur)","26",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003255235","0"
"142507","2","Epichysis apulienne à figures rouges",,,,,,,,,,,,"vase","vase","Epichysis","terre cuite","17 cm (hauteur)","17","Apulie","Italie","41.25","15.75","région","4e siècle avant J.C.","-400","-300","Basilicate","40.478497","16.127751","région","Italie","pas certain",,,,"Musée Antoine Vivenel","1843","Compiègne",,"France","49.417635","2.821754","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003142507","1"
"257072","2","Fragment de vase : arbre",,,,,,,,,,,,"vase","vase","Vase","terre cuite",,,,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257072","0"
"257071","2","Fragment de vase : satyre portant une outre",,,,,,,,,,,,"vase","vase","Vase","terre cuite",,,,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257071","0"
"255345","2","Fragment de vase en verre incolore irisé",,,,,,,,,,,,"vase","vase","Vase","verre","3 cm (hauteur)","3",,,,,,,,,,,,,,"pas certain",,,,"BnF - département des Monnaies, médailles et antiques","1860","Paris",,"France","48.86738","2.338384","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003255345","0"
"257069","2","Grand vase à deux anses : huit quadrupèdes",,,,,,,,,,,,"vase","vase","Vase","terre cuite","38 cm (largeur)","38","Etrurie","Italie","42.4210287479","11.7527441248","région",,,,"Tarquinia","42.2545322","11.7581734667 ","ville","Italie","certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003257069","0"
"255208","2","Hydrie : Héraclès et Nérée",,,,,,,,,,,,"vase","vase","Hydrie","terre cuite","33 cm (hauteur)","33",,,,,,,,,,,,,,"pas certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003255208","0"
